artistImageSrc,properlySizedImageURL,callToActionRedirectUrl,fallbackImageUrl,artistName,venueName,streamingEvent,title,locationText,pinIconSrc,eventUrl,artistUrl,watchLiveText,isPlus,callToActionText,rsvpCount,rsvpCountInt,startsAt,timezone,displayRule,locale,file_safe_date,endsAt,is_weekend,week_number,month,days_before_event,event_duration_hours,popularite,nombre_jours_concert,longitude,latitude
https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/07.png,https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/04.webp,https://www.bandsintown.com/e/1033070737-parakeet-at-the-gunners?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp,https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/03.png,Parakeet,The Gunners,False,,"London, United Kingdom",https://assets.prod.bandsintown.com/images/pinIcon.svg,https://www.bandsintown.com/e/1033070737-parakeet-at-the-gunners?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,https://www.bandsintown.com/a/2328728-parakeet?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-19 23:00:00,Europe/London,datetime,en,data,,True,42,10,11,,Faible,1,-0.098914,51.558969
https://photos.bandsintown.com/thumb/9620881.jpeg,https://media.bandsintown.com/110x110/9620881.webp,https://www.bandsintown.com/e/1032301468-james-acaster-at-the-shacklewell-arms?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp,https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/04.png,James Acaster,The Shacklewell Arms,False,,"London, United Kingdom",https://assets.prod.bandsintown.com/images/pinIcon.svg,https://www.bandsintown.com/e/1032301468-james-acaster-at-the-shacklewell-arms?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,https://www.bandsintown.com/a/348714-james-acaster?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,98,98,2024-10-19 23:00:00,Europe/London,datetime,en,data,,True,42,10,11,,Haute,1,-0.071347,51.552394
https://photos.bandsintown.com/thumb/18234811.jpeg,https://media.bandsintown.com/110x110/18234811.webp,https://www.bandsintown.com/e/105957469-fabriclondon-at-fabric?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp,https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/01.png,fabriclondon,Fabric,False,"fabric: Fatima Hajji, Lee Ann Roberts, Juliana Huxtable, Perc, TEDESCO","London, United Kingdom",https://assets.prod.bandsintown.com/images/pinIcon.svg,https://www.bandsintown.com/e/105957469-fabriclondon-at-fabric?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,https://www.bandsintown.com/a/1022861-fabriclondon?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-19 23:00:00,Europe/London,datetime,en,data,,True,42,10,11,,Faible,5,-0.099076,51.509648
https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/08.png,https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/07.webp,https://www.bandsintown.com/e/1033049969-alto-at-e1-london?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp,https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/07.png,Alto,E1 London,False,,"London, United Kingdom",https://assets.prod.bandsintown.com/images/pinIcon.svg,https://www.bandsintown.com/e/1033049969-alto-at-e1-london?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,https://www.bandsintown.com/a/15382938-alto?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-19 23:00:00,Europe/London,datetime,en,data,,True,42,10,11,,Faible,1,-0.053749,51.514357
https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/08.png,https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/04.webp,https://www.bandsintown.com/e/1033049918-j-bow-at-e1-london?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp,https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/05.png,J Bow,E1 London,False,,"London, United Kingdom",https://assets.prod.bandsintown.com/images/pinIcon.svg,https://www.bandsintown.com/e/1033049918-j-bow-at-e1-london?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,https://www.bandsintown.com/a/1735756-j-bow?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-19 23:00:00,Europe/London,datetime,en,data,,True,42,10,11,,Faible,1,-0.053749,51.514357
https://photos.bandsintown.com/thumb/190277.jpeg,https://media.bandsintown.com/110x110/190277.webp,https://www.bandsintown.com/e/1030423313-age-of-consent-at-the-lexington?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp,https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/04.png,Age Of Consent,The Lexington,False,,"London, United Kingdom",https://assets.prod.bandsintown.com/images/pinIcon.svg,https://www.bandsintown.com/e/1030423313-age-of-consent-at-the-lexington?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,https://www.bandsintown.com/a/196245-age-of-consent?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-19 23:00:00,Europe/London,datetime,en,data,,True,42,10,11,,Faible,1,-0.111443,51.531771
https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/06.png,https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/08.webp,https://www.bandsintown.com/e/1033049945-shenin-amara-at-e1-london?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp,https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/03.png,SHENIN AMARA,E1 London,False,,"London, United Kingdom",https://assets.prod.bandsintown.com/images/pinIcon.svg,https://www.bandsintown.com/e/1033049945-shenin-amara-at-e1-london?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,https://www.bandsintown.com/a/8776897-shenin-amara?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-19 23:00:00,Europe/London,datetime,en,data,,True,42,10,11,,Faible,1,-0.053749,51.514357
https://photos.bandsintown.com/thumb/8910114.jpeg,https://media.bandsintown.com/110x110/8910114.webp,https://www.bandsintown.com/e/1033015285-khalil-at-the-lower-third?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp,https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/06.png,Khalil,The Lower Third,False,,"London, United Kingdom",https://assets.prod.bandsintown.com/images/pinIcon.svg,https://www.bandsintown.com/e/1033015285-khalil-at-the-lower-third?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,https://www.bandsintown.com/a/23025-khalil?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-19 23:00:00,Europe/London,datetime,en,data,,True,42,10,11,,Faible,1,-0.093985,51.51708
https://photos.bandsintown.com/thumb/157569.jpeg,https://media.bandsintown.com/110x110/157569.webp,https://www.bandsintown.com/e/1033044234-shy-one-at-phonox?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp,https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/07.png,Shy One,Phonox,False,,"London, United Kingdom",https://assets.prod.bandsintown.com/images/pinIcon.svg,https://www.bandsintown.com/e/1033044234-shy-one-at-phonox?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,https://www.bandsintown.com/a/15894-shy-one?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-19 23:00:00,Europe/London,datetime,en,data,,True,42,10,11,,Faible,1,-0.114504,51.464446
https://photos.bandsintown.com/thumb/260881.jpeg,https://media.bandsintown.com/110x110/260881.webp,https://www.bandsintown.com/e/1033050013-brian-smith-at-e1-london?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp,https://assets.prod.bandsintown.com/images/homeIcon/festivalPlaceHolderImage/06.png,Brian Smith,E1 London,False,,"London, United Kingdom",https://assets.prod.bandsintown.com/images/pinIcon.svg,https://www.bandsintown.com/e/1033050013-brian-smith-at-e1-london?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,https://www.bandsintown.com/a/196558-brian-smith?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-19 23:00:00,Europe/London,datetime,en,data,,True,42,10,11,,Faible,1,-0.053749,51.514357
